associatedReferences,associatedReferencesID,acceptedNameUsage,acceptedNameUsageID,traitName,measurementType,measurementTypeID,measurementMethod,measurementRemarks,recordLevel,measurementValue,valueSummary,measurementUnit,sampleSizeValue,variance,varianceMeasure,recordNumber,catalogNumber,verbatimEventDate,eventDate,sex,lifeStage,locality,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,country,stateProvince,county,habitat
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Andrena wilkella,gbif:1358128,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.15,mean,mm,7,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Andrena barbilabris,gbif:1358165,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.34,mean,mm,2,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Andrena combinata,gbif:1358177,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.14,mean,mm,2,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Andrena tibialis,gbif:1358210,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,2.85,single observation,mm,NA,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Andrena simontornyella,gbif:1358222,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.36,mean,mm,80,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Andrena pandellei,gbif:1358227,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.17,mean,mm,8,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Andrena chrysosceles,gbif:1358259,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.97,mean,mm,21,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Andrena gravida,gbif:1358314,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.59,mean,mm,63,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Andrena ovatula,gbif:1358376,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.24,mean,mm,65,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Bombus magnus,gbif:4496017,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,2.30,single observation,mm,NA,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Osmia leaiana,gbif:5039039,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.67,mean,mm,2,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Osmia brevicornis,gbif:5039166,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.18,mean,mm,27,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Osmia rufohirta,gbif:5039194,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.53,mean,mm,3,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Osmia inermis,gbif:5039209,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,3.12,mean,mm,10,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Osmia bicolor,gbif:5039228,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.70,mean,mm,2,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Osmia melanogaster,gbif:5039239,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.84,mean,mm,13,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Osmia submicans,gbif:5039303,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.16,mean,mm,12,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Osmia bicornis,gbif:5039315,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,3.51,mean,mm,97,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Osmia aurulenta,gbif:5039340,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.88,mean,mm,4,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Osmia niveata,gbif:5039370,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.46,mean,mm,14,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Ceratina cyanea,gbif:5039824,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.39,mean,mm,41,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Ceratina cucurbitina,gbif:5039868,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.45,mean,mm,91,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Ceratina callosa,gbif:5039954,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.02,mean,mm,2,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Melitta leporina,gbif:5040875,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.39,mean,mm,27,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Osmia spinulosa,gbif:6096937,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,2.03,single observation,mm,NA,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Andrena propinqua,gbif:6096951,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.04,mean,mm,41,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Anthidium lituratum,gbif:6096974,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.67,mean,mm,2,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Megachile melanopyga,gbif:7548157,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,3.03,mean,mm,3,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Hylaeus incongruus,gbif:8083501,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.69,mean,mm,33,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Andrena strohmella,gbif:8221007,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.58,mean,mm,16,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Hylaeus dilatatus,gbif:8457894,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.34,mean,mm,6,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Tetralonia malvae,gbif:9761295,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.61,mean,mm,257,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Andrena fulva,gbif:9805254,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.78,mean,mm,40,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Andrena ranunculi,gbif:1358367,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.75,mean,mm,3,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Andrena rhenana,gbif:1358231,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.17,mean,mm,35,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
"Fortel, L., Henry, M., Guilbaud, L., Guirao, A. L., Kuhlmann, M., Mouret, H., ... & Vaissière, B. E. (2014). Decreasing abundance, increasing diversity and changing structure of the wild bee community (Hymenoptera: Anthophila) along an urbanization gradient. PloS one, 9(8), e104679.",https://doi.org/10.1371/journal.pone.0104679,Andrena rufula,gbif:1357835,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,1.13,single observation,mm,NA,NA,NA,NA,NA,2011,NA,female,adult,Grand Lyon,45° 46′N,4° 50′E,NA,NA,NA,France,NA,NA,NA
